"zip_code","count"
"55441","2"
"11801","2"
"29730","2"
"85286","2"
"84124","2"
"32207","2"
"28209","2"
"80033","2"
"75206","2"
"27601","2"
"90066","2"
"94133","2"
"19610","2"
"11556","2"
"97035","2"
"44131","2"
"15212","2"
"20817","2"
"21076","2"
"55101","2"
"94941","2"
"07724","2"
"90036","2"
"10153","2"
"73104","2"
"92672","2"
"92019","2"
"43054","2"
"07094","2"
"18512","2"
"89027","2"
"94110","2"
"33136","2"
"78756","2"
"77021","2"
"73102","2"
"77054","2"
"95051","2"
"15108","2"
"78664","2"
"32901","2"
"06854","2"
"78731","2"
"33180","2"
"19462","2"
"83814","2"
"60154","2"
"77338","2"
"19713","2"
"94539","2"
"37919","2"
"90250","2"
"94086","2"
"89146","2"
"32746","2"
"21231","2"
"01746","2"
"53719","2"
"92675","2"
"50392","2"
"63101","2"
"35209","2"
"07922","2"
"75243","2"
"50010","2"
"48083","2"
"93060","2"
"92630","2"
"94945","2"
"92663","2"
"23238","2"
"98057","2"
"84604","2"
"01890","2"
"90046","2"
"23502","2"
"33308","2"
"10107","2"
"78726","2"
"19047","2"
"33394","2"
"85253","2"
"93940","2"
"84098","2"
"19711","2"
"20815","2"
"10023","2"
"02492","2"
"78729","2"
"94506","2"
"78702","2"
"78730","2"
"30076","2"
"10028","2"
"91761","2"
"34747","2"
"98033","2"
"07024","2"
"44236","2"
"28031","2"
"40507","2"
"33141","2"
"02108","2"
"90232","2"
"77598","2"
"89521","2"
"94114","2"
"80216","2"
"78734","2"
"89123","2"
"08701","2"
"94560","2"
"98102","2"
"84020","2"
"48104","2"
"77477","2"
"11590","2"
"07310","2"
"20879","2"
"10171","2"
"54220","2"
"83001","2"
"70508","2"
"20006","2"
"02129","2"
"89134","2"
"53005","2"
"33156","2"
"48108","2"
"91731","2"
"10002","2"
"19805","2"
"30004","2"
"77084","2"
"19004","2"
"19067","2"
"10601","2"
"92782","2"
"33928","2"
"06032","2"
"94607","2"
"89703","2"
"76092","2"
"33458","2"
"94401","2"
"19348","2"
"59714","2"
"99352","2"
"23454","2"
"92651","2"
"92806","2"
"99201","2"
"34231","2"
"02459","2"
"89103","2"
"33702","2"
"74133","2"
"07004","2"
"33154","2"
"92673","2"
"30024","2"
"84117","2"
"44718","2"
"34761","2"
"89107","2"
"85204","2"
"33619","2"
"78258","2"
"68137","2"
"10580-1422","2"
"60527","2"
"89148","2"
"91730","2"
"98119","2"
"10549","2"
"19403","2"
"15086-7561","2"
"04101","2"
"12110","2"
"10112","2"
"07424","2"
"08901","2"
"08876","2"
"60614","2"
"32821","2"
"89509","2"
"85259","2"
"75093","2"
"07070","2"
"27607","2"
"01862","2"
"02062","2"
"63144","2"
"10120","2"
"94563","2"
"32308","2"
"60610","2"
"92694","2"
"02840","2"
"20191","2"
"19904","2"
"77389","2"
"89445","2"
"12207","2"
"06511","2"
"83616","2"
"55425","2"
"97330","2"
"94022","2"
"95002","2"
"60064-3500","1"
"53203-2917","1"
"15106","1"
"02445","1"
"10020-1304","1"
"32904","1"
"44060","1"
"67226","1"
"50514","1"
"18106-5500","1"
"37402","1"
"76155","1"
"19083","1"
"17603","1"
"96819","1"
"55435","1"
"14052-2164","1"
"15212-5872","1"
"95054-3299","1"
"02893","1"
"31999","1"
"85034","1"
"53223","1"
"07645","1"
"60045-3420","1"
"66031","1"
"92801","1"
"08543","1"
"24055","1"
"08103","1"
"40210","1"
"07417-1880","1"
"94547","1"
"14614","1"
"33334","1"
"94612-1888","1"
"11779","1"
"30313","1"
"31901","1"
"28273-5975","1"
"62234","1"
"06037-1616","1"
"92064-6817","1"
"33065","1"
"45014","1"
"60566","1"
"40222-5389","1"
"30722","1"
"44720","1"
"14831","1"
"55431","1"
"70737","1"
"47202-3005","1"
"14650-0910","1"
"64801","1"
"74146","1"
"30354-1989","1"
"37072","1"
"55402-7020","1"
"76065","1"
"52001","1"
"30302","1"
"12866","1"
"47711","1"
"48126","1"
"77389-1425","1"
"79601","1"
"20871","1"
"76177","1"
"46601","1"
"27517","1"
"45263","1"
"44901","1"
"55413-1894","1"
"46809","1"
"75601","1"
"55110-5132","1"
"22102-5151","1"
"60606-7147","1"
"45215","1"
"55426","1"
"28269","1"
"44316","1"
"02861","1"
"14228","1"
"60025","1"
"17033","1"
"11220","1"
"44108","1"
"55912-3680","1"
"52761-7109","1"
"06484-1000","1"
"43287","1"
"28816","1"
"10504","1"
"38197","1"
"28677","1"
"32097","1"
"45201","1"
"11201-5805","1"
"48162","1"
"52807","1"
"53202-6633","1"
"21031","1"
"64836","1"
"46285","1"
"96761","1"
"10019-2714","1"
"28117","1"
"73116-2238","1"
"15212-5851","1"
"48152","1"
"10041","1"
"02895","1"
"68131","1"
"70113","1"
"49464-0302","1"
"16066","1"
"55802-2093","1"
"14052","1"
"44301","1"
"11701","1"
"03431","1"
"14221-5887","1"
"20166-6691","1"
"01104","1"
"28255","1"
"70112","1"
"56073","1"
"34474","1"
"44145","1"
"98101-4407","1"
"80129","1"
"10001-2192","1"
"91342","1"
"44124-4141","1"
"46516","1"
"19010-3489","1"
"06926-0700","1"
"61615","1"
"23226-1800","1"
"30022","1"
"15272","1"
"44101","1"
"54703","1"
"73116-9092","1"
"77075","1"
"44143","1"
"53203-2903","1"
"69145","1"
"85224","1"
"30324","1"
"38017","1"
"93012-8790","1"
"14059","1"
"11716","1"
"66202","1"
"14505","1"
"71601","1"
"53143","1"
"44667","1"
"23430","1"
"44114-1306","1"
"29551-0160","1"
"06490","1"
"90013-1011","1"
"75235","1"
"06053","1"
"60093","1"
"27419-9109","1"
"14120","1"
"68179","1"
"93243","1"
"75266","1"
"44720-5450","1"
"60629","1"
"52401","1"
"72762-6999","1"
"63166","1"
"75209","1"
"43512","1"
"98188","1"
"43615","1"
"11722","1"
"96740","1"
"44114-2315","1"
"33880","1"
"23235","1"
"21117-3586","1"
"73102-8401","1"
"14902","1"
"27030","1"
"55423","1"
"21550","1"
"04543","1"
"45242","1"
"18964","1"
"78229","1"
"04843","1"
"36831-3110","1"
"18951-9005","1"
"90505","1"
"99336","1"
"06904-2212","1"
"08648","1"
"39501","1"
"07081","1"
"72716","1"
"32407","1"
"48375","1"
"04609-0400","1"
"53201-0571","1"
"78210","1"
"45459","1"
"11729","1"
"08827","1"
"11790","1"
"16830","1"
"23663","1"
"02891","1"
"55420-1196","1"
"18603","1"
"16933","1"
"22853","1"
"99202","1"
"17815","1"
"19020","1"
"43935","1"
"52235","1"
"10165","1"
"72745","1"
"92025","1"
"85714","1"
"07052","1"
"25301","1"
"32301","1"
"25313","1"
"50021","1"
"75109","1"
"17801","1"
"83716-9632","1"
"55369","1"
"45262","1"
"95119","1"
"84133","1"
"13214","1"
"43312","1"
"14625-0397","1"
"49022-2692","1"
"27262","1"
"53290-0001","1"
"17201-0819","1"
"80524","1"
"77082","1"
"17401-1219","1"
"53562","1"
"63102-2102","1"
"61265-8098","1"
"46581-1387","1"
"20037-1701","1"
"27514","1"
"08628","1"
"21701","1"
"60155","1"
"07065","1"
"53202-5304","1"
"03079","1"
"49002","1"
"44115-5056","1"
"20120","1"
"80137","1"
"60045-5201","1"
"07890","1"
"49351","1"
"44258","1"
"26003","1"
"08933","1"
"32919","1"
"05829","1"
"14020","1"
"83815-9408","1"
"17740","1"
"22657","1"
"99216","1"
"10176-0001","1"
"94109","1"
"12801","1"
"35243","1"
"47906-1382","1"
"15222-2401","1"
"47807","1"
"17059-0066","1"
"83713","1"
"38804-4827","1"
"48912","1"
"31750","1"
"95118","1"
"17325","1"
"60047","1"
"47308-0792","1"
"05661-0667","1"
"37929","1"
"15907","1"
"46360","1"
"07430","1"
"63131","1"
"84047","1"
"13413","1"
"75701","1"
"44406","1"
"43230","1"
"60507","1"
"07747","1"
"17604","1"
"61938","1"
"08109-4613","1"
"60008-4050","1"
"07719","1"
"49464","1"
"91764","1"
"60147","1"
"01854","1"
"30339-4024","1"
"22824","1"
"78040-1359","1"
"10989","1"
"53718-2148","1"
"55343-9108","1"
"15220","1"
"70601","1"
"05060","1"
"41502-2947","1"
"19456-1100","1"
"28262","1"
"11735","1"
"80504","1"
"97005-6453","1"
"84157","1"
"75070","1"
"45750-0738","1"
"21205","1"
"43081-7651","1"
"60120","1"
"39530","1"
"55118","1"
"80206-4084","1"
"54902","1"
"61702","1"
"65708-0807","1"
"17844","1"
"02370","1"
"03755","1"
"95814","1"
"10003-3019","1"
"99019","1"
"54956","1"
"61039","1"
"92807","1"
"92008-7319","1"
"53403-1015","1"
"87507","1"
"07102-4194","1"
"98052-6399","1"
"47802","1"
"99004","1"
"13815","1"
"43502","1"
"68138","1"
"77002-5729","1"
"11797-2033","1"
"84790","1"
"19034","1"
"53203","1"
"58702-1988","1"
"95110-2704","1"
"24060","1"
"74132","1"
"55428","1"
"54755","1"
"72770","1"
"23666","1"
"52317","1"
"53533","1"
"72756","1"
"90049","1"
"17547-0302","1"
"80634","1"
"49345-0186","1"
"14217","1"
"94102","1"
"40232","1"
"23944","1"
"43055","1"
"32615","1"
"12547","1"
"92123-1516","1"
"16901","1"
"92610","1"
"28387","1"
"04103","1"
"43551-2999","1"
"60053","1"
"02766","1"
"33441","1"
"33178-2428","1"
"55987","1"
"95131-1706","1"
"33773","1"
"85224-6199","1"
"28277-3607","1"
"29801","1"
"90806","1"
"55474","1"
"03867","1"
"06492","1"
"16056","1"
"02061-9149","1"
"90680","1"
"17111","1"
"90048","1"
"10176","1"
"55077","1"
"06820","1"
"43041","1"
"74107","1"
"55404","1"
"98124-1067","1"
"63132","1"
"27455","1"
"66002","1"
"40484","1"
"30080","1"
"33140","1"
"95138","1"
"40206","1"
"92008-8815","1"
"44062-9263","1"
"92646","1"
"77066","1"
"97392","1"
"48858","1"
"14075","1"
"22482","1"
"23226","1"
"27603","1"
"60555","1"
"62715-0001","1"
"23225","1"
"30701","1"
"85705","1"
"29319","1"
"65804","1"
"33407","1"
"29601","1"
"95134-1706","1"
"24605","1"
"59101","1"
"95076","1"
"19702","1"
"19041","1"
"34677","1"
"14569","1"
"92879","1"
"33127","1"
"03103","1"
"63124","1"
"75230-1279","1"
"01440","1"
"97526","1"
"18915","1"
"59901","1"
"80122","1"
"12804","1"
"06155","1"
"92010","1"
"04092-2041","1"
"14513","1"
"55014","1"
"14450","1"
"49518","1"
"27360","1"
"37129","1"
"92683","1"
"02170","1"
"91105","1"
"47905","1"
"44654","1"
"17110","1"
"85747","1"
"60123-7820","1"
"30096","1"
"22611","1"
"01434","1"
"60085","1"
"95131-1816","1"
"60446","1"
"06103","1"
"68847","1"
"92763-6212","1"
"13601","1"
"97133","1"
"37087","1"
"48034-8334","1"
"53051","1"
"01752-1234","1"
"48236","1"
"84119-2331","1"
"60803","1"
"74114","1"
"94597","1"
"11717","1"
"21061","1"
"55120-1401","1"
"10017-6707","1"
"30107","1"
"48071","1"
"30350","1"
"33323","1"
"65101","1"
"45177","1"
"34233","1"
"72916","1"
"45631","1"
"73118","1"
"84120-6336","1"
"06811","1"
"45764","1"
"29715","1"
"89141","1"
"60014","1"
"78155","1"
"65802","1"
"63017","1"
"28001","1"
"90621","1"
"19806","1"
"54914","1"
"60185","1"
"40299-2334","1"
"58201","1"
"98662","1"
"16127","1"
"61265","1"
"75252","1"
"76140","1"
"98027-","1"
"21117","1"
"80903","1"
"05701","1"
"90274","1"
"37745","1"
"90021","1"
"14219-0228","1"
"48034","1"
"38138","1"
"97201","1"
"65711","1"
"01950","1"
"11104","1"
"23181","1"
"37660","1"
"60007","1"
"57006","1"
"27612","1"
"63901","1"
"48073","1"
"32746-6204","1"
"44146","1"
"29615","1"
"77072","1"
"55415","1"
"46321","1"
"27215","1"
"08809","1"
"18101-1179","1"
"32653","1"
"64068","1"
"16530","1"
"23510","1"
"44139","1"
"22728","1"
"37363","1"
"07311","1"
"10965","1"
"84081","1"
"94538-2475","1"
"01653","1"
"44870","1"
"32837","1"
"27560-2009","1"
"76137","1"
"23320","1"
"29072","1"
"53209","1"
"77380-1187","1"
"55340","1"
"37419","1"
"68122","1"
"13753","1"
"11050","1"
"89005","1"
"70433-5001","1"
"18976","1"
"75068-0009","1"
"99362","1"
"98684","1"
"24019","1"
"94084","1"
"01757","1"
"08857","1"
"77339","1"
"95128","1"
"63166-6149","1"
"84058","1"
"08753-8396","1"
"30338","1"
"07981","1"
"08618","1"
"55318","1"
"14850","1"
"44657-2096","1"
"10314","1"
"29402","1"
"02842","1"
"32837-6600","1"
"11706","1"
"92506","1"
"46410-6272","1"
"78130","1"
"28208","1"
"06850","1"
"18431","1"
"92647","1"
"02451-1293","1"
"63103","1"
"78230","1"
"10027-4512","1"
"07205","1"
"01610","1"
"06518","1"
"33073","1"
"01852","1"
"70634","1"
"07733","1"
"48302-0954","1"
"94520","1"
"03801","1"
"02908","1"
"89440","1"
"84601","1"
"73101-0321","1"
"85250","1"
"91803","1"
"14224","1"
"23060-6148","1"
"20171-3413","1"
"01608","1"
"53186","1"
"46804","1"
"28658-4007","1"
"12159","1"
"91360","1"
"37801","1"
"55345","1"
"70808","1"
"56623","1"
"97501","1"
"91762","1"
"80027-2452","1"
"78231","1"
"32222","1"
"45830","1"
"74119","1"
"95240-2184","1"
"85225","1"
"82001","1"
"79705","1"
"91801","1"
"98134","1"
"11786","1"
"21601","1"
"34243","1"
"11021","1"
"24115","1"
"07760","1"
"33912","1"
"30677-0205","1"
"39350","1"
"45036","1"
"71301","1"
"12414","1"
"43081","1"
"47112","1"
"24016","1"
"370880787","1"
"60606-6303","1"
"37013","1"
"63101-1826","1"
"95125","1"
"46204-3438","1"
"48211-1198","1"
"33455","1"
"44484","1"
"92007","1"
"60031","1"
"75455","1"
"00908-0146","1"
"83702-5627","1"
"33759","1"
"75028","1"
"91773-9016","1"
"55387","1"
"10017-6376","1"
"19044","1"
"97229","1"
"49508","1"
"75063","1"
"77008-1044","1"
"03054","1"
"10022-6069","1"
"38120-","1"
"37130","1"
"85284","1"
"98501","1"
"98550","1"
"68164","1"
"49504","1"
"12545","1"
"44320","1"
"01880","1"
"60010","1"
"48393","1"
"40213","1"
"33445","1"
"97224","1"
"43240","1"
"83401","1"
"21601-3013","1"
"95112","1"
"84405","1"
"78269-6000","1"
"85268","1"
"77375","1"
"33618","1"
"77005","1"
"26101","1"
"60680-5379","1"
"85331","1"
"77073","1"
"48111","1"
"95620","1"
"18015","1"
"60804","1"
"83642","1"
"44012","1"
"98607","1"
"93720","1"
"44618","1"
"31757","1"
"93257","1"
"57709","1"
"84123","1"
"98105","1"
"84088","1"
"34990","1"
"30071","1"
"22042","1"
"77401","1"
"90211","1"
"92627","1"
"920618","1"
"46580","1"
"93721","1"
"29662","1"
"53717","1"
"29445","1"
"66502","1"
"75062","1"
"13108","1"
"34135","1"
"89044","1"
"01532","1"
"90245-4632","1"
"01085","1"
"32792","1"
"53701-1231","1"
"15219-2800","1"
"99524-1489","1"
"24260","1"
"57071","1"
"79407-3544","1"
"19103-2838","1"
"76134","1"
"80109","1"
"36602","1"
"85701","1"
"75219-4541","1"
"77063","1"
"75662","1"
"19106","1"
"07302-6548","1"
"07306","1"
"90802","1"
"92649","1"
"11724","1"
"70006","1"
"77377","1"
"78070","1"
"94115","1"
"26508","1"
"79707","1"
"022110","1"
"94920","1"
"33462","1"
"89434","1"
"02466","1"
"70130","1"
"70114","1"
"55121","1"
"20151","1"
"23606","1"
"34744","1"
"89121","1"
"85719","1"
"32827","1"
"19958","1"
"63110","1"
"74075","1"
"68144","1"
"29714","1"
"22012","1"
"93309","1"
"34705","1"
"08525","1"
"97756","1"
"48009","1"
"06883","1"
"76087","1"
"94027","1"
"32920","1"
"98052-7615","1"
"02171","1"
"89117","1"
"95762","1"
"60645","1"
"55410","1"
"55317","1"
"60640","1"
"07869","1"
"92014","1"
"77705","1"
"32218","1"
"30346","1"
"59864","1"
"34982","1"
"60465","1"
"89169-6014","1"
"89820","1"
"43205","1"
"80205","1"
"57754","1"
"10075","1"
"06853","1"
"06092","1"
"31792","1"
"95023","1"
"70570","1"
"27103","1"
"00791","1"
"53220","1"
"14534","1"
"32751","1"
"23111","1"
"13148","1"
"24112","1"
"95060","1"
"27713","1"
"4625685","1"
"77449","1"
"92657","1"
"33169","1"
"18938","1"
"84087","1"
"94105-3607","1"
"78218","1"
"07823","1"
"65202","1"
"33186","1"
"33181","1"
"90005","1"
"72212","1"
"08820","1"
"93030","1"
"80108","1"
"55112","1"
"84074","1"
"46628","1"
"33418","1"
"48341","1"
"95928","1"
"83336","1"
"34292","1"
"17011","1"
"94304-1047","1"
"48674","1"
"31405","1"
"73116","1"
"06002","1"
"94566","1"
"32003","1"
"85212","1"
"33610","1"
"78217","1"
"94804","1"
"60010-7278","1"
"100078","1"
"98201","1"
"90291","1"
"21074","1"
"21208","1"
"19555","1"
"76240","1"
"02920","1"
"77070","1"
"54313","1"
"35444","1"
"36201","1"
"90265","1"
"02169","1"
"34108","1"
"40509","1"
"19977","1"
"28273","1"
"76109","1"
"55379","1"
"98683","1"
"02719","1"
"93001","1"
"34105","1"
"80239","1"
"17601","1"
"45227","1"
"88310","1"
"90058","1"
"60426","1"
"19380","1"
"33604","1"
"11219","1"
"53572","1"
"32257","1"
"83706","1"
"91403","1"
"33606","1"
"91203","1"
"89011","1"
"80246","1"
"15086","1"
"95403","1"
"76444","1"
"95640","1"
"75076","1"
"34109","1"
"33004","1"
"33612","1"
"48220","1"
"33433","1"
"62108","1"
"89084","1"
"98226","1"
"46783","1"
"02115","1"
"11560","1"
"01851","1"
"07095","1"
"81506","1"
"89706","1"
"85043","1"
"66603","1"
"19611","1"
"56071","1"
"98125","1"
"24504","1"
"50322","1"
"92780-3211","1"
"80303","1"
"53089-3995","1"
"52241","1"
"97836","1"
"77081","1"
"02476","1"
"59604","1"
"90018","1"
"80501","1"
"45249","1"
"53187","1"
"90040","1"
"33626","1"
"05401","1"
"16365","1"
"92211","1"
"30041","1"
"48265-3000","1"
"56538-0496","1"
"62401","1"
"97504","1"
"06010","1"
"28403","1"
"16133","1"
"93101","1"
"21703","1"
"30141","1"
"18017","1"
"77546","1"
"18974","1"
"15201","1"
"79851","1"
"98040","1"
"55359","1"
"78705","1"
"07310-1686","1"
"79735","1"
"97008","1"
"17522-0457","1"
"33317","1"
"08550","1"
"76022","1"
"47130","1"
"11222","1"
"85017","1"
"11561","1"
"95361","1"
"92590","1"
"07928","1"
"32174","1"
"46582","1"
"45140","1"
"55391","1"
"14564","1"
"77380-7046","1"
"77033","1"
"94577","1"
"10022-1737","1"
"72712","1"
"83525","1"
"49418","1"
"47006","1"
"76437","1"
"60510","1"
"52240","1"
"46222","1"
"08102-1658","1"
"76710","1"
"77036","1"
"60106","1"
"80010","1"
"76006","1"
